account_id,account_name,tier,arr,mrr,pricing_model,owner,csm,segment,status,created_at
ACC-735,ClearPathCloud AI 735,Growth,211489.43,17624.12,usage-based,Priya Patel,Lisa Chang,Mid-Market,active,2024-12-24T14:00:00
ACC-736,EvergreenCloud AI 736,Growth,84773.77,7064.48,usage-based,Sarah Chen,David Park,Mid-Market,active,2024-04-08T14:00:00
ACC-737,SilverlineCloud AI 737,Growth,163174.52,13597.88,usage-based,Sarah Chen,Rachel Kim,Mid-Market,active,2024-07-28T14:00:00
ACC-738,KeystoneCloud AI 738,Enterprise,389282.84,32440.24,usage-based,James Wilson,Mike Rivera,Enterprise,active,2023-10-07T14:00:00
ACC-739,SummitCloud AI 739,Growth,143823.55,11985.3,usage-based,Marcus Johnson,Tom Bradley,Mid-Market,active,2023-05-14T14:00:00
ACC-740,RiverbendCloud AI 740,Growth,164164.62,13680.39,usage-based,James Wilson,Tom Bradley,Mid-Market,active,2023-12-24T14:00:00
ACC-741,IroncladCloud AI 741,Enterprise,264993.33,22082.78,usage-based,Ana Rodriguez,Lisa Chang,Enterprise,active,2024-07-30T14:00:00
ACC-742,BrightForgeCloud AI 742,Growth,64774.06,5397.84,usage-based,Priya Patel,David Park,Mid-Market,active,2023-04-06T14:00:00
ACC-743,CoreSignalCloud AI 743,Starter,40195.39,3349.62,hybrid,Sarah Chen,Lisa Chang,SMB,churned,2024-05-28T14:00:00
ACC-744,TrueNorthCloud AI 744,Enterprise,615716.12,51309.68,usage-based,James Wilson,Tom Bradley,Enterprise,active,2024-05-11T14:00:00
ACC-745,NorthstarData AI 745,Enterprise,327025.56,27252.13,usage-based,Sarah Chen,Rachel Kim,Enterprise,active,2025-04-02T14:00:00
ACC-746,BluePeakData AI 746,Starter,27841.54,2320.13,usage-based,James Wilson,Lisa Chang,SMB,active,2023-12-31T14:00:00
ACC-747,ClearPathData AI 747,Enterprise,520348.88,43362.41,usage-based,Ana Rodriguez,Tom Bradley,Enterprise,active,2024-03-29T14:00:00
ACC-748,EvergreenData AI 748,Enterprise,607119.89,50593.32,usage-based,Marcus Johnson,Lisa Chang,Enterprise,active,2024-06-10T14:00:00
ACC-749,SilverlineData AI 749,Growth,143353.84,11946.15,usage-based,James Wilson,Lisa Chang,Mid-Market,active,2024-07-07T14:00:00
ACC-750,KeystoneData AI 750,Starter,14132.13,1177.68,usage-based,James Wilson,Tom Bradley,SMB,active,2023-08-19T14:00:00
